paper,form,label,qid,page,flags
eju-2007-1-japan-world-ja,JAPAN_AND_WORLD_JA,問25(2),q_56558129dbc6ad7e223a877d,18,explicit_figure_reference
eju-2007-1-japanese-ja,JAPANESE_JA,問17,q_e33425a5d2a5ffa0882d656b,23,explicit_figure_reference
eju-2007-1-science-ja,PHYSICS_JA,問1,q_1035578f85d44d608af5f70d,3,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問2,q_52470e2c6bf41934053bf2c8,4,latex_in_text;explicit_figure_reference;duplicate_options
eju-2007-1-science-ja,PHYSICS_JA,問3,q_222c13ba41491fae162f10ff,5,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問4,q_4fa0dcb371b4740613a4e545,6,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問5,q_aa41de49447fd533b62be6d0,7,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問6,q_7cff1796d867bfb9bc0860dc,8,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問7,q_e19af835a44849b6e367e313,8,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問1,q_39e4491a39204a1dce274cc7,9,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問3,q_ae9467a6b8f0f1f3ffe921d5,10,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問2,q_0aae5641a9530240c80fb6d3,12,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問1,q_9ba3776ca15709625c9be171,13,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問2,q_4ea791f5b037db7c68e173b3,14,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問3,q_537631c7b46624c2a3d2beed,15,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問4,q_023eb11c20de037931a87282,16,latex_in_text
eju-2007-1-science-ja,PHYSICS_JA,問6,q_1c923163820f091757a121e0,18,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問1,q_e3ba33f8730b24549f9fee12,20,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問6,q_4a25e72d55b2a1b2ea18c345,23,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問7,q_21bb19f4785f5032a2607889,23,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問8,q_26f9dc0c96e55130d2826aee,24,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問9,q_2865f0d3918c24bc65b28b90,24,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問10,q_c847b9b4120bf84d86db615d,24,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問13,q_295da2ca28072031fdeb684a,26,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問14,q_a87dc5fe73da92364f4f4198,27,explicit_figure_reference
eju-2007-1-science-ja,CHEMISTRY_JA,問17,q_0544d389613d356412338bf1,28,raw_html
eju-2007-1-science-ja,CHEMISTRY_JA,問18,q_8bd26f6ecc887fcb091c0776,29,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問19,q_08c91a58f9b9f52ae24ab492,29,latex_in_text
eju-2007-1-science-ja,CHEMISTRY_JA,問20,q_ec6a48a3a05248aa5a35cc58,30,latex_in_text
eju-2007-1-science-ja,BIOLOGY_JA,問2,q_ed5feafcc7bc8e1457fa88a7,32,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問3(1),q_29434a95fd8974b248f56ba5,33,latex_in_text
eju-2007-1-science-ja,BIOLOGY_JA,問7(1),q_e7457533966206d36f4ea674,36,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問9(1),q_76d13355715fca20a2c8254a,38,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問9(2),q_2f3bb9241f55f878d30fb53f,39,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問10,q_a1fcc8ee24d394f0feaa7040,39,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問14,q_87b82dd6103f7217e159652e,42,explicit_figure_reference
eju-2007-1-science-ja,BIOLOGY_JA,問15,q_dbf67f236b2ea050e20ea23c,43,underline_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_ef5bb78174f5c98a78d8348e,3,underline_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_5a83f611ddc68b6370fdf2db,3,underline_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問3,q_8f4fb21b405c2025757d4744,6,explicit_figure_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問4,q_cccc076359fe4eeb3f86e437,7,explicit_figure_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問10,q_ab59bc11598d828c33111e14,9,explicit_figure_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11,q_9d80203afcf0a3f2e7cad4e2,10,explicit_figure_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問15,q_a89284ecbfe142c4e2fdefb0,12,explicit_figure_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問23(2),q_eb702246f35091853b0494d1,16,underline_reference
eju-2007-2-japan-world-ja,JAPAN_AND_WORLD_JA,問32(2),q_923ddabcffeeda530b53054a,20,underline_reference
eju-2007-2-japanese-ja,JAPANESE_JA,問5,q_3a5f4aefc9aa452082503169,11,underline_reference
eju-2007-2-japanese-ja,JAPANESE_JA,問11,q_06b0e4a904a4a21dc6481873,17,underline_reference
eju-2007-2-japanese-ja,JAPANESE_JA,問12,q_af7fecf7af5b6b3d4d34d980,18,explicit_figure_reference
eju-2002-1-science-ja,PHYSICS_JA,問1,q_7aee74d537adeec76669cbb2,2,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問2,q_f10ea21a47ffb7122763abf1,2,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問3,q_b0316949845691d0ff20e7a7,5,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問4,q_0ec1ec7f425befdc962bd291,5,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問5,q_ed1e56ebc695b1199a539771,5,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問1,q_15fe392bb85e17ae517e7466,6,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問2,q_88e3f78cacabf23974c4a814,6,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問3,q_154e9a977f53ee2a0889fce0,7,explicit_figure_reference
eju-2002-1-science-ja,PHYSICS_JA,問4,q_a63f0afa891b0683c770f031,9,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問5,q_391395a9d5e5a165ab69b579,9,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問1,q_fec502ae500a4414f1eff564,10,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問2,q_880d04a1a48047767ee7bd40,10,latex_in_text
eju-2002-1-science-ja,PHYSICS_JA,問3,q_064a96fdaf8ef2f030095bcb,10,latex_in_text
eju-2002-1-science-ja,CHEMISTRY_JA,問2(2),q_e05b69fbe4dfc56b4c8e0719,13,latex_in_text
eju-2002-1-science-ja,BIOLOGY_JA,問2(1),q_4a31adfe4355a36d6c0efbb3,21,explicit_figure_reference
eju-2002-1-science-ja,BIOLOGY_JA,問2(2),q_6793e4c0c487f764f29bb207,21,explicit_figure_reference
eju-2002-1-science-ja,BIOLOGY_JA,問5,q_8a92abe250c9448ec61a13c2,23,explicit_figure_reference
eju-2002-1-science-ja,BIOLOGY_JA,問8,q_148edac4bbd069009b337800,24,latex_in_text
eju-2007-2-science-ja,PHYSICS_JA,問2,q_c253cc7b160fe034b568894b,4,latex_in_text;explicit_figure_reference;duplicate_options
eju-2007-2-science-ja,PHYSICS_JA,問3,q_1c94ae82a6a3c24d5816ae69,5,latex_in_text
eju-2007-2-science-ja,PHYSICS_JA,問4,q_886db5d9e551020f7bf544fb,5,latex_in_text
eju-2007-2-science-ja,PHYSICS_JA,問5,q_9c14a34233f5d23197e2e5be,6,latex_in_text
eju-2007-2-science-ja,PHYSICS_JA,問6,q_b74abfeddad5ff5a54dd97ba,7,latex_in_text
eju-2007-2-science-ja,PHYSICS_JA,問1,q_59e22ce7feb454358ee58763,15,latex_in_text;explicit_figure_reference;duplicate_options
eju-2007-2-science-ja,PHYSICS_JA,問4,q_f81d3cf0422299cc9157fac0,17,latex_in_text;explicit_figure_reference
eju-2007-2-science-ja,PHYSICS_JA,問5,q_4b312b91867dedbb5a7aceed,17,latex_in_text;explicit_figure_reference
eju-2007-2-science-ja,CHEMISTRY_JA,問17,q_864cc0a208de0bc3fba8982f,27,latex_in_text
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(1),q_9710dc6ad51247ac7ca1affe,2,explicit_figure_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_181e4d95a9307572a730e59f,2,explicit_figure_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_d5a4a23ec614803ce75ec777,3,explicit_figure_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_223cf65f4c7d381ef0664e95,3,explicit_figure_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_8c205093d93a46f2e494ab83,3,underline_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_cb4f5f1ba22b3d25baa657a3,4,underline_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_35a8f91429df6a153f0f4179,4,underline_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問3(1),q_a4d056833e2dc4ef57abe8c5,5,explicit_figure_reference
eju-2002-2-japan-world-ja,JAPAN_AND_WORLD_JA,問3(2),q_4568ddff76e9417ac389205d,5,explicit_figure_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_bc9af9c0720cd0fb74a47a22,3,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_3adb411556f61e6ccf4134aa,3,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_c856fdf1e605e8f614bbeea0,4,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_ca56cd2501bce8d737b65a20,4,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_dfffcad63e15f78c23f0a349,5,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_b76bddd296e1f0dc981adeac,5,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問9,q_2648f07b925a9b2200c7eb7a,9,explicit_figure_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問10,q_1a83f17e6b981f4a78efacf7,10,explicit_figure_reference;duplicate_options
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問18(2),q_b497eb14892a318a08f4a7a9,16,underline_reference
eju-2008-1-japan-world-ja,JAPAN_AND_WORLD_JA,問29,q_92d6a90a1dbbc777dff21af8,22,explicit_figure_reference
eju-2008-1-japanese-ja,JAPANESE_JA,問5,q_7fd90f3e38af6b9003da317c,11,explicit_figure_reference
eju-2008-1-japanese-ja,JAPANESE_JA,問11,q_75ee53620d8f064456fefcc5,17,underline_reference
eju-2008-1-japanese-ja,JAPANESE_JA,問13,q_7adf1c0c53960dc8f362fbc3,19,underline_reference
eju-2008-1-science-ja,PHYSICS_JA,問4,q_68dd4aecec5f40c962699901,5,latex_in_text;explicit_figure_reference
eju-2008-1-science-ja,PHYSICS_JA,問5,q_ec645edf9ed49a0955d0f3e1,6,latex_in_text;explicit_figure_reference
eju-2008-1-science-ja,PHYSICS_JA,問6,q_d4311ad316727ea2505e738e,7,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問7,q_ac5140999bbc9a6751645ec5,8,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問1,q_d8a3c2b9da814dacdc4f3d88,9,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問3,q_8af1f0dbde861c3608f256e8,10,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問2,q_b1cc5c2e0f5e5636671b423e,12,latex_in_text;explicit_figure_reference;duplicate_options
eju-2008-1-science-ja,PHYSICS_JA,問3,q_39e0fe97a91f7ecb71dfe084,13,latex_in_text;explicit_figure_reference
eju-2008-1-science-ja,PHYSICS_JA,問1,q_0b5f94525ead9cb789719d38,14,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問2,q_742dfd5fc0fe6c91284538df,15,latex_in_text
eju-2008-1-science-ja,PHYSICS_JA,問3,q_236731c46221f4b21584146a,16,latex_in_text;explicit_figure_reference
eju-2008-1-science-ja,PHYSICS_JA,問6,q_0fe3b9bdae67404be3f8b42b,19,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問1,q_c8c0573c3452d43481f61cf4,20,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問3,q_b977d7cd8546b5fc40f0a85b,21,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問4,q_1301f6c3e029d0902b6d1b15,21,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問5,q_2d45f265539ecff9a8285c7e,22,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問6,q_94635126a1c5c6b869ff5747,22,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問7,q_6d67ce07eefd4f02a511c2a1,22,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問8,q_054ea82fa593cef183743421,23,latex_in_text;underline_reference
eju-2008-1-science-ja,CHEMISTRY_JA,問9,q_1ec83c0fd1ebac3917e27b45,23,latex_in_text
eju-2008-1-science-ja,CHEMISTRY_JA,問10,q_c230b227abc66b4fb3baf6dd,24,explicit_figure_reference
eju-2008-1-science-ja,BIOLOGY_JA,問6(2),q_c1ce605190e3d7d7747a9f3a,38,explicit_figure_reference
eju-2008-1-science-ja,BIOLOGY_JA,問7,q_eb37204313cee87ac011c823,39,latex_in_text
eju-2008-1-science-ja,BIOLOGY_JA,問8,q_b065090807e0aad59bdab36e,40,explicit_figure_reference
eju-2008-1-science-ja,BIOLOGY_JA,問9,q_81d3a9113779a7ecef5e0b1d,41,explicit_figure_reference
eju-2008-1-science-ja,BIOLOGY_JA,問13,q_14a323a219952989aea37544,45,explicit_figure_reference
eju-2008-1-science-ja,BIOLOGY_JA,問14,q_34083ed4ba9a6fc51384c383,46,explicit_figure_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(1),q_fa0e4fa850fcc04ab1a0b5f6,2,underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_d5ebda2748945d6db7a66542,2,underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_da6342fe1e509c5daee9abaf,4,underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_bf4609a99cbafffc0b395363,4,underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_d10d7a79099970e840ea5ed5,4,underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問5(1),q_0e6abee8f2661a34782a49ab,7,explicit_figure_reference;duplicate_options
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問5(2),q_fac3adec2d394e1e4ffae03d,8,explicit_figure_reference;underline_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11(1),q_08000990a77b663393310a7f,12,explicit_figure_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11(2),q_696123424d194e670809eb43,12,explicit_figure_reference
eju-2008-2-japan-world-ja,JAPAN_AND_WORLD_JA,問12,q_e88ad47691c9ed511fdf1fcf,13,explicit_figure_reference
eju-2008-2-science-ja,PHYSICS_JA,問1,q_dae31a3be53bfd9c660271a2,3,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問2,q_9a2df8f86613308bee4e4641,4,explicit_figure_reference
eju-2008-2-science-ja,PHYSICS_JA,問3,q_5a20746b170758ba6629eec6,5,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問4,q_488ff16fc23293f0c1d70e65,6,latex_in_text;explicit_figure_reference;duplicate_options
eju-2008-2-science-ja,PHYSICS_JA,問5,q_9343ed5193bab342a7f9454f,7,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問6,q_456cc9ffa7b42b55d7a11703,7,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問7,q_57180109896a0a8881db7a26,8,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問3,q_0ae6004bb22de8284271bde9,11,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問1,q_6ff040821f8eaa394a4055f7,12,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問2,q_82944eee4bdb359ac5710f8e,13,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問1,q_691caf9ea59670e132205b98,15,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問2,q_db52c8ae53584e66170d027f,16,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問4,q_92707eadb442f91ce812b0b6,18,latex_in_text
eju-2008-2-science-ja,PHYSICS_JA,問6,q_efd6711a6d76e408d4ae7a57,20,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問1,q_d64e723b681b54ac6d899220,21,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問2,q_2d95916fe663503bedef5360,22,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問5,q_828d26367bd12bca64ca404b,23,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問6,q_e6fa9b2629cbab00aaed7ede,23,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問7,q_903f15288499067faee38f29,23,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問15,q_57405af24f67309dd3679205,26,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問16,q_75f3fb662a8bd01f41d9d7c2,26,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問17,q_aaf70db85a67ec35a67efecd,27,latex_in_text
eju-2008-2-science-ja,CHEMISTRY_JA,問18,q_5b5f1c5189744fccdf60ea60,27,latex_in_text
eju-2008-2-science-ja,BIOLOGY_JA,問1,q_6740126f36bf77dfae5b9e98,29,duplicate_options
eju-2008-2-science-ja,BIOLOGY_JA,問2,q_19152869ff9228ec36a36653,30,explicit_figure_reference
eju-2008-2-science-ja,BIOLOGY_JA,問7,q_d5f705b8f84a1504f435b6d1,33,latex_in_text
eju-2008-2-science-ja,BIOLOGY_JA,問8(1),q_23046ed27360b2511070c971,35,explicit_figure_reference
eju-2008-2-science-ja,BIOLOGY_JA,問8(2),q_b019ef3cf53a447207d4bf27,35,explicit_figure_reference
eju-2008-2-science-ja,BIOLOGY_JA,問10,q_a8ef3f6c7ab67acf64f5ad10,37,explicit_figure_reference
eju-2008-2-science-ja,BIOLOGY_JA,問10(2),q_4cce03f473ce450bfd675ef4,39,explicit_figure_reference
eju-2008-2-science-ja,BIOLOGY_JA,問10(1),q_59761cb68b347d1b0c307376,40,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(1),q_a410e826914116b13ce87193,2,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_e5c755f008b300d7798af969,2,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_4c2d5b41df306824106732a8,3,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_c2fd2bb351ddb68809b81e4c,3,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(1),q_c82cb0bd83b2b7b0b0830c0c,4,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_99b47ed131efa3b86ee0a951,4,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_f2124c40dc4f681baa8851e1,5,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問2(4),q_ddca11da2715cc58b1823926,5,underline_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問11,q_dc24d31402f3574cfc850af6,10,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問12,q_53f1e8b23bc3d5e80ce431ff,11,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問13,q_c8f09ce39c3a1c0339c852ef,12,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問15,q_b70da20260c6d6860a382b71,14,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問26(1),q_5f54a5d279e23bccdcf2864f,21,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問26(2),q_0b8afb077a66fe9a4cc2f346,22,explicit_figure_reference
eju-2009-1-japan-world-ja,JAPAN_AND_WORLD_JA,問26(3),q_b08ef1754c46a3bc8ee02a5c,22,explicit_figure_reference
eju-2009-1-japanese-ja,JAPANESE_JA,問2,q_d3abd6027eb6a0885be69aeb,8,explicit_figure_reference
eju-2009-1-japanese-ja,JAPANESE_JA,問11,q_89e38ed848cf824f357fd496,17,underline_reference
eju-2009-1-japanese-ja,JAPANESE_JA,問15,q_6a55c7f28884a2eae950df03,21,underline_reference
eju-2009-1-japanese-ja,JAPANESE_JA,問17,q_4b451c37b9c89b642d858aa4,23,underline_reference
eju-2009-1-math-c2-ja,MATHEMATICS_COURSE_2_JA,第II問,q_b3ef606fa2a9a0edda5b3b39,1,guidance_as_question
eju-2009-1-math-c2-ja,MATHEMATICS_COURSE_2_JA,第III問,q_95578d7316e8632b7c8922fb,1,latex_in_text;guidance_as_question
eju-2009-1-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問1,q_7ad90ef7f41b2da2317deb39,3,latex_in_text;explicit_figure_reference
eju-2009-1-math-c2-ja,MATHEMATICS_COURSE_2_JA,I 問2,q_3bd2dd8451cc1d31933aced6,5,latex_in_text
eju-2009-1-math-c2-ja,MATHEMATICS_COURSE_2_JA,IV 問2,q_7285e05f860958634e837ced,13,latex_in_text;explicit_figure_reference
eju-2009-1-science-ja,PHYSICS_JA,問3,q_e3d0a0ea6f17658ef415758d,5,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問4,q_83513797fab013d05774ab92,6,latex_in_text;explicit_figure_reference
eju-2009-1-science-ja,PHYSICS_JA,問5,q_4ed8d6858f2f8fe9994ecc51,7,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問6,q_f4644cbcf1e8683713720cb0,8,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問7,q_8492e7cf11cde8c433797b39,9,latex_in_text;explicit_figure_reference
eju-2009-1-science-ja,PHYSICS_JA,問2,q_dd61dc4173d21c2e6f98eda1,11,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問3,q_af083ee8bad501d37dec067c,11,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問1,q_31e88e799f9ebd83d32761a6,12,latex_in_text;explicit_figure_reference;duplicate_options
eju-2009-1-science-ja,PHYSICS_JA,問1,q_2ebdb9bc03997f76468d49e7,15,latex_in_text
eju-2009-1-science-ja,PHYSICS_JA,問2,q_0f87bb59f6dee3755db14de4,16,latex_in_text;explicit_figure_reference
eju-2009-1-science-ja,PHYSICS_JA,問3,q_71fcc9437c4f07860ea16f4d,17,latex_in_text;markdown_table;duplicate_options
eju-2009-1-science-ja,PHYSICS_JA,問5,q_71e9daf6efbcb051b6c86859,19,explicit_figure_reference
eju-2009-1-science-ja,PHYSICS_JA,問6,q_88ae12ab6f75e6c2f3f35642,20,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問2,q_d8ef0ec56ed5cac4c20ac34d,22,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問3,q_9d7a1d4fff904c941c76223b,22,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問5,q_e02b5da6506ebbe059d40411,22,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問7,q_89b3d9fd6acecffca7584be8,23,explicit_figure_reference
eju-2009-1-science-ja,CHEMISTRY_JA,問9,q_a8c44ff08f8f12843ca83869,24,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問10,q_234c9ca281053ddd0b339990,24,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問11,q_d6da8bc29a7bc980f5bd67fa,24,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問13,q_ad899543f0126eac51db7c10,25,latex_in_text
eju-2009-1-science-ja,CHEMISTRY_JA,問20,q_adef223367afdb4a462cc7b3,28,latex_in_text
eju-2009-1-science-ja,BIOLOGY_JA,問3,q_9c10f0d45bc0dfb36088989b,30,explicit_figure_reference
eju-2009-1-science-ja,BIOLOGY_JA,問6(1),q_aacb8f1dced676d1df713fae,32,explicit_figure_reference
eju-2009-1-science-ja,BIOLOGY_JA,問6(2),q_105e3ae77444673deff14c23,32,explicit_figure_reference
eju-2009-1-science-ja,BIOLOGY_JA,問11,q_142a70684201a2a9df7d6b44,36,duplicate_options
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(2),q_665fa0fc15b8beb4e2b6e6a3,3,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(3),q_eed814ecded66b18a69dcd0e,3,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問1(4),q_ad0a09e2206b9c9c747f3344,3,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(2),q_1bb598972318697c60331330,5,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問2(3),q_068c3420489cd51ff4503ca6,5,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問5(1),q_1069d4dd1f86620ee453cbbf,7,explicit_figure_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問5(2),q_c67621f85ab96ddb50ac07ad,8,explicit_figure_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問8(1),q_81b23d0e9379d586f0c703d3,9,underline_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11(1),q_c19587a60a09625af42e466a,11,explicit_figure_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問11(2),q_41bca7fc40aed2f4d7aa6724,12,explicit_figure_reference
eju-2009-2-japan-world-ja,JAPAN_AND_WORLD_JA,問12,q_0244bf29e6ad94da5bee0a2e,12,explicit_figure_reference
eju-2009-2-japanese-ja,JAPANESE_JA,問2,q_a3753341bbb9ba0c57e0b323,8,underline_reference
eju-2009-2-science-ja,PHYSICS_JA,問3,q_ab195d0ca4911de89c9d778d,5,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問4,q_fb5b35eb79c2d20754c760ae,5,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問6,q_035a726d064c0ba9c85d2d24,7,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問7,q_3bd0e196f1fa4b0abba3bf3a,8,latex_in_text
eju-2009-2-science-ja,PHYSICS_JA,問2,q_5f127b82b63ab3cc1039824c,10,latex_in_text;duplicate_options
